"","country","Region","year","population","life","gdp"
"457","Mali","Sub-Saharan Africa","1820",1438308,26.408,604
"458","Malta","Europe & Central Asia","1820",136406,28.7,784
"459","Mauritania","Sub-Saharan Africa","1820",386926,32,529
"460","Mauritius","Sub-Saharan Africa","1820",96755,28.7,943
"461","Mexico","America","1820",6621314,26.9,1383
"462","Micronesia, Fed. Sts.","East Asia & Pacific","1820",16641,26.7,524
"463","Moldova","Europe & Central Asia","1820",730194,33.145,623
"464","Mongolia","East Asia & Pacific","1820",621483,31.8,594
"465","Montenegro","Europe & Central Asia","1820",129599,35.4,1061
"466","Morocco","Middle East & North Africa","1820",2713079,33.1,717
"467","Mozambique","Sub-Saharan Africa","1820",2129723,30.2777333333334,395
"468","Myanmar","East Asia & Pacific","1820",3541573,30.8,843
"469","Namibia","Sub-Saharan Africa","1820",229000,32.4,542
"470","Nepal","South Asia","1820",3920333,32.8,656
"471","Netherlands","Europe & Central Asia","1820",2407847,39.86,3900
"472","New Zealand","East Asia & Pacific","1820",1e+05,34.05,660
"473","Nicaragua","America","1820",229075,25.4,976
"474","Niger","Sub-Saharan Africa","1820",1262280,30.8,447
"475","Nigeria","Sub-Saharan Africa","1820",12238319,30.4,882
"476","Norway","Europe & Central Asia","1820",995904,46.9623981493654,1320
"477","Oman","Middle East & North Africa","1820",320411,32.3,918
"478","Pakistan","South Asia","1820",13699962,25.8,1019
"479","Panama","America","1820",82788,32.9,850
"480","Papua New Guinea","East Asia & Pacific","1820",767591,31.5,548
"481","Paraguay","America","1820",155438,35.5,838
"482","Peru","America","1820",1367155,35.7,1207
"483","Philippines","East Asia & Pacific","1820",1983383,30.9,965
"484","Poland","Europe & Central Asia","1820",10508375,35.9,1309
"485","Portugal","Europe & Central Asia","1820",3312025,35.6,1690
"486","Puerto Rico","America","1820",250914,30.43,1379
"487","Qatar","Middle East & North Africa","1820",14092,30.8,1182
"488","Romania","Europe & Central Asia","1820",6390450,35.7,818
"489","Russia","Europe & Central Asia","1820",31861526,29.5734571976521,1464
"490","Rwanda","Sub-Saharan Africa","1820",943716,31.8,442
"491","Samoa","East Asia & Pacific","1820",47139,25.4,1404
"492","Sao Tome and Principe","Sub-Saharan Africa","1820",23187,31,882
"493","Saudi Arabia","Middle East & North Africa","1820",2103325,32.1,858
"494","Senegal","Sub-Saharan Africa","1820",1028060,25.2,499
"495","Serbia","Europe & Central Asia","1820",2198187,35.5,1362
"496","Seychelles","Sub-Saharan Africa","1820",12637,37,857
"497","Sierra Leone","Sub-Saharan Africa","1820",808514,25.1,736
"498","Singapore","East Asia & Pacific","1820",31761,30.08,1024
"499","Slovak Republic","Europe & Central Asia","1820",2161328,36.4,1431
"500","Slovenia","Europe & Central Asia","1820",480821,36.6,1413
"501","Solomon Islands","East Asia & Pacific","1820",57682,25.1,364
"502","Somalia","Sub-Saharan Africa","1820",1015714,29.4,707
"503","South Africa","Sub-Saharan Africa","1820",1577125,33.5,1484
"504","Spain","Europe & Central Asia","1820",12333192,29.5,1522
"505","Sri Lanka","South Asia","1820",1281602,32.6,901
"506","Sudan","Sub-Saharan Africa","1820",4135488,31.4,520
"507","Suriname","America","1820",82357,32.9,1641
"508","Swaziland","Sub-Saharan Africa","1820",86000,32.3,491
"509","Sweden","Europe & Central Asia","1820",2591521,40.23,1469
"510","Switzerland","Europe & Central Asia","1820",1994147,38,2709
"511","Syria","Middle East & North Africa","1820",1348924,31.1,1084
"512","Tajikistan","Europe & Central Asia","1820",478168,24.235,561
"513","Tanzania","Sub-Saharan Africa","1820",3048053,32.2,564
"514","Thailand","East Asia & Pacific","1820",4712187,30.4,934
"515","Timor-Leste","East Asia & Pacific","1820",141386,28.949,542
"516","Togo","Sub-Saharan Africa","1820",456556,31.3,684
"517","Tonga","East Asia & Pacific","1820",18584,28.2,665
"518","Trinidad and Tobago","America","1820",61559,32.9,1234
"519","Tunisia","Middle East & North Africa","1820",887129,6.5,718
"520","Turkey","Europe & Central Asia","1820",10118315,35,1225
"521","Turkmenistan","Europe & Central Asia","1820",376333,24,965
"522","Uganda","Sub-Saharan Africa","1820",2119892,25.3,465
"523","Ukraine","Europe & Central Asia","1820",11496004,36.6,781
"524","United Arab Emirates","Middle East & North Africa","1820",40153,30.7,1075
"525","United Kingdom","Europe & Central Asia","1820",16221883,41.3124767050827,3403
"526","United States","America","1820",10361646,39.41,2242
"527","Uruguay","America","1820",59668,32.9,1763
"528","Uzbekistan","Europe & Central Asia","1820",1966716,26.926,504
"529","Vanuatu","East Asia & Pacific","1820",28098,24.3,587
"530","Venezuela","America","1820",759249,32.2,684
"531","West Bank and Gaza","Middle East & North Africa","1820",165944,32.1,1224
"532","Vietnam","East Asia & Pacific","1820",6719340,32,864
"533","Zambia","Sub-Saharan Africa","1820",747000,32.6,696
"534","Zimbabwe","Sub-Saharan Africa","1820",1106634,33.7,890
"535","South Sudan","Sub-Saharan Africa","1820",1063732,26.665,509
"536","Afghanistan","South Asia","1830",3448982,27.9036,625
"537","Albania","Europe & Central Asia","1830",457234,35.4,685
"538","Algeria","Middle East & North Africa","1830",2880355,28.8224,819
"539","Angola","Sub-Saharan Africa","1830",1686390,26.98,704
"540","Antigua and Barbuda","America","1830",37000,33.536,812
"541","Argentina","America","1830",686703,33.2,1742
"542","Armenia","Europe & Central Asia","1830",453507,33.995,535
"543","Aruba","America","1830",20332,34.419,893
"544","Australia","East Asia & Pacific","1830",348143,34.05,1399
"545","Austria","Europe & Central Asia","1830",3538286,34.4,2353
"546","Azerbaijan","Europe & Central Asia","1830",965887,29.165,823
"547","Bahamas","America","1830",27558,35.179,1550
"548","Bahrain","Middle East & North Africa","1830",64474,30.3,1405
"549","Bangladesh","South Asia","1830",20872777,25.5,876
"550","Barbados","America","1830",96798,32.124,980
"551","Belarus","Europe & Central Asia","1830",2584900,36.2,651
"552","Belgium","Europe & Central Asia","1830",3751571,40.2414634146341,2488
"553","Belize","America","1830",25641,26.5,621
"554","Benin","Sub-Saharan Africa","1830",702829,31,628
"555","Bhutan","South Asia","1830",94472,28.799,644
"556","Bolivia","America","1830",1185846,33,941
"557","Bosnia and Herzegovina","Europe & Central Asia","1830",931129,35.1,706
"558","Botswana","Sub-Saharan Africa","1830",121000,33.6,418
"559","Brazil","America","1830",5301068,31.9942,1136
"560","Brunei","East Asia & Pacific","1830",2632,29.2,1569
"561","Bulgaria","Europe & Central Asia","1830",2287551,37.1199999999999,1147
"562","Burkina Faso","Sub-Saharan Africa","1830",1792717,29.2,486
"563","Burundi","Sub-Saharan Africa","1830",972428,31.5,430
"564","Cambodia","East Asia & Pacific","1830",2137966,35,920
"565","Cameroon","Sub-Saharan Africa","1830",1916391,28.75,659
"566","Canada","America","1830",1202146,39.0449032258064,1651
"567","Cape Verde","Sub-Saharan Africa","1830",61014,33.8,554
"568","Chad","Sub-Saharan Africa","1830",1432000,30.9,440
"569","Chile","America","1830",969062,32,986
"570","China","East Asia & Pacific","1830",402373519,32,986
"571","Colombia","America","1830",1451312,32,991
"572","Comoros","Sub-Saharan Africa","1830",61016,32.1,718
"573","Congo, Dem. Rep.","Sub-Saharan Africa","1830",5520718,31.6,548
"574","Congo, Rep.","Sub-Saharan Africa","1830",338459,32.7,626
"575","Costa Rica","America","1830",72046,30.2147,869
"576","Cote d'Ivoire","Sub-Saharan Africa","1830",1165948,31.156,916
"577","Croatia","Europe & Central Asia","1830",1342619,36.1,1465
"578","Cuba","America","1830",772812,35.74,1224
"579","Cyprus","Europe & Central Asia","1830",184986,38.5037894736842,963
"580","Denmark","Europe & Central Asia","1830",1264714,34.111396464818,2214
"581","Djibouti","Middle East & North Africa","1830",24698,29.9,827
"582","Ecuador","America","1830",591558,32.9,566
"583","Egypt","Middle East & North Africa","1830",4662153,33,831
"584","El Salvador","America","1830",283227,28.7,1063
"585","Equatorial Guinea","Sub-Saharan Africa","1830",83105,29.8,370
"586","Eritrea","Sub-Saharan Africa","1830",234703,30.2,547
"587","Estonia","Europe & Central Asia","1830",366799,35.3785457472128,1024
"588","Ethiopia","Sub-Saharan Africa","1830",3407854,26,526
"589","Fiji","East Asia & Pacific","1830",137074,26.1,814
"590","Finland","Europe & Central Asia","1830",1327905,36.2964496903102,1360
"591","France","Europe & Central Asia","1830",33174810,39.56,1799
"592","Gabon","Sub-Saharan Africa","1830",172241,30.6,392
"593","Gambia","Sub-Saharan Africa","1830",111354,28.8,828
"594","Georgia","Europe & Central Asia","1830",1176832,31.871,571
"595","Germany","Europe & Central Asia","1830",28016571,38.37,2024
"596","Ghana","Sub-Saharan Africa","1830",1920723,28,713
"597","Greece","Europe & Central Asia","1830",2537857,36.6,1541
"598","Greenland","Europe & Central Asia","1830",10260,33.8670935764415,439
"599","Grenada","America","1830",30530,31.4,1003
"600","Guatemala","America","1830",671855,25.8048,932
"601","Guinea","Sub-Saharan Africa","1830",1076128,29.8103448275862,461
"602","Guinea-Bissau","Sub-Saharan Africa","1830",233367,32,786
"603","Guyana","America","1830",178030,31.12,1302
"604","Haiti","America","1830",789634,29,703
"605","Honduras","America","1830",188905,33.9,769
"606","Hong Kong, China","East Asia & Pacific","1830",23754,34.9,1033
"607","Hungary","Europe & Central Asia","1830",4464317,36,1354
"608","Iceland","Europe & Central Asia","1830",65604,40.5022162038625,1036
"609","India","South Asia","1830",182214537,25.4424,1052
"610","Indonesia","East Asia & Pacific","1830",18460171,30,1012
"611","Iran","Middle East & North Africa","1830",6898130,25.6,999
"612","Iraq","Middle East & North Africa","1830",1177768,31.2,1013
"613","Ireland","Europe & Central Asia","1830",5537192,38.3,1673
"614","Israel","Middle East & North Africa","1830",209954,32,883
"615","Italy","Europe & Central Asia","1830",21529667,29.69,2471
"616","Jamaica","America","1830",400332,34.2,1080
"617","Japan","East Asia & Pacific","1830",31330455,36.4119261538462,1094
"618","Jordan","Middle East & North Africa","1830",226087,31.7,1020
"619","Kazakhstan","Europe & Central Asia","1830",2240213,26.2,1245
"620","Kenya","Sub-Saharan Africa","1830",2574000,25.5,938
"621","Kiribati","East Asia & Pacific","1830",18407,24.9,566
"622","Kuwait","Middle East & North Africa","1830",81280,26,1228
"623","Latvia","Europe & Central Asia","1830",648400,33,820
"624","Lebanon","Middle East & North Africa","1830",357145,29.7,1177
"625","Lesotho","Sub-Saharan Africa","1830",298233,32.8,400
"626","Liberia","Sub-Saharan Africa","1830",340777,31.1,821
"627","Libya","Middle East & North Africa","1830",565776,33.1,1190
"628","Lithuania","Europe & Central Asia","1830",854817,28.9,1387
"629","Luxembourg","Europe & Central Asia","1830",135676,36.9,1640
"630","Macao, China","East Asia & Pacific","1830",27437,34.7,1030
"631","Macedonia, FYR","Europe & Central Asia","1830",428506,36.1,751
"632","Madagascar","Sub-Saharan Africa","1830",1803292,30.5,603
"633","Malawi","Sub-Saharan Africa","1830",737000,30.3,351
"634","Malaysia","East Asia & Pacific","1830",354816,30.6,1021
"635","Maldives","South Asia","1830",44948,32.647,844
"636","Mali","Sub-Saharan Africa","1830",1540940,26.408,606
"637","Malta","Europe & Central Asia","1830",143183,28.7,859
"638","Mauritania","Sub-Saharan Africa","1830",399076,32,555
"639","Mauritius","Sub-Saharan Africa","1830",119544,33.4065876221444,989
"640","Mexico","America","1830",6930661,26.9,1353
"641","Micronesia, Fed. Sts.","East Asia & Pacific","1830",17289,26.7,528
"642","Moldova","Europe & Central Asia","1830",782030,33.145,658
"643","Mongolia","East Asia & Pacific","1830",628530,31.8,604
"644","Montenegro","Europe & Central Asia","1830",138454,35.4,1151
"645","Morocco","Middle East & North Africa","1830",2880355,33.1,730
"646","Mozambique","Sub-Saharan Africa","1830",2288209,30.2776,397
"647","Myanmar","East Asia & Pacific","1830",3643584,30.8,844
"648","Namibia","Sub-Saharan Africa","1830",229000,32.4,629
"649","Nepal","South Asia","1830",4033123,32.8,657
"650","Netherlands","Europe & Central Asia","1830",2619333,39.86,3867
"651","New Zealand","East Asia & Pacific","1830",91723,34.05,661
"652","Nicaragua","America","1830",258484,25.4,1085
"653","Niger","Sub-Saharan Africa","1830",1312557,30.8,470
"654","Nigeria","Sub-Saharan Africa","1830",12633330,30.4,923
"655","Norway","Europe & Central Asia","1830",1115667,45.7540009360332,1403
"656","Oman","Middle East & North Africa","1830",327296,32.3,957
"657","Pakistan","South Asia","1830",14110059,25.8,1020
"658","Panama","America","1830",94879,32.9,951
"659","Papua New Guinea","East Asia & Pacific","1830",804416,31.5,567
"660","Paraguay","America","1830",195875,35.5,949
"661","Peru","America","1830",1519450,35.7,1240
"662","Philippines","East Asia & Pacific","1830",2254767,30.9,979
"663","Poland","Europe & Central Asia","1830",11232857,35.9,1360
"664","Portugal","Europe & Central Asia","1830",3490333,35.6,1692
"665","Puerto Rico","America","1830",317110,30.43,1456
"666","Qatar","Middle East & North Africa","1830",14092,30.8,1228
"667","Romania","Europe & Central Asia","1830",6893384,35.7,938
"668","Russia","Europe & Central Asia","1830",34134430,29.5734571976521,1562
"669","Rwanda","Sub-Saharan Africa","1830",988207,31.8,448
"670","Samoa","East Asia & Pacific","1830",47059,25.4,1453
"671","Sao Tome and Principe","Sub-Saharan Africa","1830",24518,31,899
"672","Saudi Arabia","Middle East & North Africa","1830",2138414,32.1,868
"673","Senegal","Sub-Saharan Africa","1830",1080873,25.2,523
"674","Serbia","Europe & Central Asia","1830",2347810,35.5,1478
"675","Seychelles","Sub-Saharan Africa","1830",12965,37,891
"676","Sierra Leone","Sub-Saharan Africa","1830",849920,25.1,772
"677","Singapore","East Asia & Pacific","1830",37232,34,1047
"678","Slovak Republic","Europe & Central Asia","1830",2220574,36.4,1552
"679","Slovenia","Europe & Central Asia","1830",513559,36.6,1533
"680","Solomon Islands","East Asia & Pacific","1830",59648,25.1,377
"681","Somalia","Sub-Saharan Africa","1830",1065648,29.4,714
"682","South Africa","Sub-Saharan Africa","1830",1714970,33.5,1634
"683","Spain","Europe & Central Asia","1830",13051762,29.5,1560
"684","Sri Lanka","South Asia","1830",1494084,32.6,910
"685","Sudan","Sub-Saharan Africa","1830",4289105,31.4,546
"686","Suriname","America","1830",87130,32.9,1756
"687","Swaziland","Sub-Saharan Africa","1830",86000,32.3,515
"688","Sweden","Europe & Central Asia","1830",2855774,40.97,1527
"689","Switzerland","Europe & Central Asia","1830",2101048,38,3010
"690","Syria","Middle East & North Africa","1830",1383046,31.1,1098
"691","Tajikistan","Europe & Central Asia","1830",512083,24.235,593
"692","Tanzania","Sub-Saharan Africa","1830",3129057,32.2,579
"693","Thailand","East Asia & Pacific","1830",4847494,30.4,948
"694","Timor-Leste","East Asia & Pacific","1830",153614,28.949,553
"695","Togo","Sub-Saharan Africa","1830",487574,31.3,718
"696","Tonga","East Asia & Pacific","1830",18548,28.2,687
"697","Trinidad and Tobago","America","1830",66150,32.9,1303
"698","Tunisia","Middle East & North Africa","1830",928894,28.8,753
"699","Turkey","Europe & Central Asia","1830",10398375,35,1292
"700","Turkmenistan","Europe & Central Asia","1830",403139,24,1030
"701","Uganda","Sub-Saharan Africa","1830",2172807,25.3,488
"702","Ukraine","Europe & Central Asia","1830",12320877,36.6,833
"703","United Arab Emirates","Middle East & North Africa","1830",40153,30.7,1116
"704","United Kingdom","Europe & Central Asia","1830",18533999,43.0183091721275,3661
"705","United States","America","1830",13480460,39.41,2552
"706","Uruguay","America","1830",74793,32.9,2229
"707","Uzbekistan","Europe & Central Asia","1830",2106508,26.926,519
"708","Vanuatu","East Asia & Pacific","1830",28979,24.3,607
"709","Venezuela","America","1830",887197,32.2,715
"710","West Bank and Gaza","Middle East & North Africa","1830",165944,32.1,1226
"711","Vietnam","East Asia & Pacific","1830",7214925,32,858
"712","Zambia","Sub-Saharan Africa","1830",747000,32.6,713
"713","Zimbabwe","Sub-Saharan Africa","1830",1167259,33.7,901
"714","South Sudan","Sub-Saharan Africa","1830",1103246,26.665,534
"715","Afghanistan","South Asia","1840",3625022,27.8011333333333,647
"716","Albania","Europe & Central Asia","1840",478227,35.4,701
"717","Algeria","Middle East & North Africa","1840",3082721,28.8224,913
"718","Angola","Sub-Saharan Africa","1840",1813100,26.98,736
"719","Antigua and Barbuda","America","1840",37000,33.536,868
"720","Argentina","America","1840",873747,33.2,2008
"721","Armenia","Europe & Central Asia","1840",496835,33.995,556
"722","Aruba","America","1840",21423,34.419,956
